road,one-plus-o23,one-plus-o212,one-plus-o216,one-plus-o217,one-plus-o220,one-plus-o222,one-plus-o223,one-plus-o225,one-plus-o226,one-plus-o243,one-plus-o329,one-plus-o344,one-plus-o350,one-plus-o353,one-plus-o361,one-plus-o368,random--la1024,random--la232,random--la240,random--la438,random--la53,random--la519,random--la523,random--la624,random--la631,random--la637,random--la76,random--la724,random--la733,random--la86
one-plus-o329,0.70703125,0.74609375,0.69921875,0.68359375,0.68359375,0.71875,0.71484375,0.73046875,0.69140625,0.73046875,1.0,0.82421875,0.84375,0.84375,0.8515625,0.8984375,0.734375,0.73828125,0.78515625,0.7265625,0.84375,0.765625,0.72265625,0.7890625,0.7265625,0.71875,0.75,0.74609375,0.73046875,0.75
one-plus-o344,0.734375,0.734375,0.71875,0.703125,0.6953125,0.69921875,0.71875,0.703125,0.7109375,0.6875,0.82421875,1.0,0.92578125,0.89453125,0.83203125,0.83984375,0.73828125,0.7265625,0.8359375,0.79296875,0.87890625,0.79296875,0.7265625,0.76953125,0.68359375,0.75390625,0.83984375,0.71875,0.7734375,0.77734375
one-plus-o350,0.74609375,0.75390625,0.71484375,0.72265625,0.72265625,0.7421875,0.69921875,0.73828125,0.72265625,0.71484375,0.84375,0.92578125,1.0,0.9296875,0.84375,0.8671875,0.7421875,0.73046875,0.81640625,0.7734375,0.890625,0.796875,0.72265625,0.78125,0.703125,0.7734375,0.8359375,0.77734375,0.76171875,0.7578125
one-plus-o353,0.74609375,0.75390625,0.71484375,0.68359375,0.71484375,0.734375,0.68359375,0.73828125,0.69921875,0.69921875,0.84375,0.89453125,0.9296875,1.0,0.84375,0.8671875,0.75,0.73046875,0.81640625,0.765625,0.9140625,0.796875,0.68359375,0.765625,0.7109375,0.7578125,0.8046875,0.76171875,0.74609375,0.75
one-plus-o361,0.70703125,0.71484375,0.71484375,0.69140625,0.69140625,0.7421875,0.69921875,0.72265625,0.70703125,0.69140625,0.8515625,0.83203125,0.84375,0.84375,1.0,0.875,0.765625,0.73828125,0.78515625,0.7578125,0.8125,0.734375,0.69921875,0.7734375,0.7109375,0.734375,0.765625,0.70703125,0.76953125,0.7265625
one-plus-o368,0.69921875,0.73828125,0.69921875,0.69921875,0.69140625,0.734375,0.68359375,0.73046875,0.70703125,0.73046875,0.8984375,0.83984375,0.8671875,0.8671875,0.875,1.0,0.7421875,0.74609375,0.77734375,0.75,0.8515625,0.7734375,0.73828125,0.7578125,0.6953125,0.7265625,0.765625,0.72265625,0.72265625,0.7265625
random--la1024,0.74609375,0.73828125,0.67578125,0.68359375,0.71484375,0.796875,0.69140625,0.77734375,0.69921875,0.70703125,0.734375,0.73828125,0.7421875,0.75,0.765625,0.7421875,1.0,0.68359375,0.72265625,0.7890625,0.765625,0.734375,0.69921875,0.78125,0.6953125,0.75,0.734375,0.70703125,0.69921875,0.734375
random--la232,0.734375,0.71875,0.7109375,0.75,0.7578125,0.73828125,0.71875,0.71875,0.71875,0.703125,0.73828125,0.7265625,0.73046875,0.73046875,0.73828125,0.74609375,0.68359375,1.0,0.734375,0.71484375,0.71484375,0.73046875,0.7109375,0.73828125,0.70703125,0.73828125,0.76171875,0.7421875,0.75,0.73046875
random--la240,0.78125,0.7734375,0.734375,0.765625,0.7421875,0.72265625,0.75,0.7265625,0.734375,0.71875,0.78515625,0.8359375,0.81640625,0.81640625,0.78515625,0.77734375,0.72265625,0.734375,1.0,0.76953125,0.79296875,0.78515625,0.7421875,0.77734375,0.72265625,0.75390625,0.78515625,0.7265625,0.78125,0.78515625
random--la438,0.75390625,0.74609375,0.74609375,0.73046875,0.71484375,0.75,0.73828125,0.75390625,0.73046875,0.73828125,0.7265625,0.79296875,0.7734375,0.765625,0.7578125,0.75,0.7890625,0.71484375,0.76953125,1.0,0.8046875,0.765625,0.77734375,0.7421875,0.6875,0.75,0.796875,0.68359375,0.70703125,0.765625
random--la53,0.74609375,0.76953125,0.70703125,0.67578125,0.67578125,0.7421875,0.69921875,0.72265625,0.69140625,0.70703125,0.84375,0.87890625,0.890625,0.9140625,0.8125,0.8515625,0.765625,0.71484375,0.79296875,0.8046875,1.0,0.7734375,0.73828125,0.78125,0.6875,0.7265625,0.796875,0.73046875,0.71484375,0.734375
random--la519,0.78515625,0.80859375,0.77734375,0.79296875,0.70703125,0.734375,0.78515625,0.76171875,0.79296875,0.77734375,0.765625,0.79296875,0.796875,0.796875,0.734375,0.7734375,0.734375,0.73046875,0.78515625,0.765625,0.7734375,1.0,0.77734375,0.734375,0.71875,0.8046875,0.8203125,0.73046875,0.69140625,0.796875
random--la523,0.8046875,0.8046875,0.75,0.8125,0.71875,0.74609375,0.75,0.78125,0.7734375,0.75,0.72265625,0.7265625,0.72265625,0.68359375,0.69921875,0.73828125,0.69921875,0.7109375,0.7421875,0.77734375,0.73828125,0.77734375,1.0,0.75390625,0.69921875,0.75390625,0.75390625,0.71875,0.6640625,0.79296875
random--la624,0.77734375,0.76953125,0.71484375,0.73046875,0.76171875,0.7890625,0.71484375,0.78515625,0.73046875,0.73828125,0.7890625,0.76953125,0.78125,0.765625,0.7734375,0.7578125,0.78125,0.73828125,0.77734375,0.7421875,0.78125,0.734375,0.75390625,1.0,0.703125,0.75,0.75,0.73046875,0.78515625,0.734375
random--la631,0.68359375,0.69921875,0.66015625,0.69921875,0.68359375,0.7109375,0.62890625,0.72265625,0.67578125,0.69140625,0.7265625,0.68359375,0.703125,0.7109375,0.7109375,0.6953125,0.6953125,0.70703125,0.72265625,0.6875,0.6875,0.71875,0.69921875,0.703125,1.0,0.7265625,0.6796875,0.72265625,0.73828125,0.734375
random--la637,0.80078125,0.77734375,0.78515625,0.79296875,0.74609375,0.7734375,0.75390625,0.77734375,0.80859375,0.78515625,0.71875,0.75390625,0.7734375,0.7578125,0.734375,0.7265625,0.75,0.73828125,0.75390625,0.75,0.7265625,0.8046875,0.75390625,0.75,0.7265625,1.0,0.84375,0.73828125,0.73046875,0.828125
random--la76,0.82421875,0.76171875,0.77734375,0.78515625,0.75390625,0.734375,0.76171875,0.75390625,0.78515625,0.73828125,0.75,0.83984375,0.8359375,0.8046875,0.765625,0.765625,0.734375,0.76171875,0.78515625,0.796875,0.796875,0.8203125,0.75390625,0.75,0.6796875,0.84375,1.0,0.73828125,0.73046875,0.8125
random--la724,0.7421875,0.7421875,0.6953125,0.7265625,0.7109375,0.73046875,0.6953125,0.734375,0.7265625,0.71875,0.74609375,0.71875,0.77734375,0.76171875,0.70703125,0.72265625,0.70703125,0.7421875,0.7265625,0.68359375,0.73046875,0.73046875,0.71875,0.73046875,0.72265625,0.73828125,0.73828125,1.0,0.6953125,0.73828125
random--la733,0.6796875,0.7109375,0.6796875,0.6953125,0.703125,0.67578125,0.671875,0.6640625,0.65625,0.6875,0.73046875,0.7734375,0.76171875,0.74609375,0.76953125,0.72265625,0.69921875,0.75,0.78125,0.70703125,0.71484375,0.69140625,0.6640625,0.78515625,0.73828125,0.73046875,0.73046875,0.6953125,1.0,0.71484375
random--la86,0.78515625,0.77734375,0.77734375,0.79296875,0.74609375,0.734375,0.76171875,0.77734375,0.77734375,0.76953125,0.75,0.77734375,0.7578125,0.75,0.7265625,0.7265625,0.734375,0.73046875,0.78515625,0.765625,0.734375,0.796875,0.79296875,0.734375,0.734375,0.828125,0.8125,0.73828125,0.71484375,1.0
